,NM,SNIPS,IPS,SMIPS,BIPW,true_val,policy,trial
0,0.0009371941564934842,0.5325492849537781,0.4738336734316884,0.20945591505744304,0.4241673152968288,0.5707844623949677,softmax_from_reward_beta=-1,0
1,0.0008018192725290003,0.5925709656303497,0.560925279814122,0.20550879844476844,0.5164424632103183,0.6295566028199302,softmax_from_reward_beta=5,0
2,0.00020000000000000006,0.5030043043543874,0.08675740496970719,0.11794092058324017,0.5338335154391826,0.6863687649756107,greedy_beta=0.2,0
3,0.0009999999999999998,0.30945622772761067,0.2602722149091215,0.1387822079564607,0.4683527632765472,0.6006286940161071,greedy_beta=0.6,0
4,0.0006697032051845468,0.5998792800243878,0.5176586771126747,0.203600241389059,0.5584956880388782,0.6471040699763512,content_based_filtering_,0
5,0.000965664356746358,0.5994904710952627,0.5998699659155239,0.252691452603341,0.4608743990696967,0.5684715554441637,softmax_from_reward_beta=-1,1
6,0.0013247479864167341,0.5320895682982613,0.6013113536271005,0.2511643354990509,0.41385826921090485,0.47861019083181366,softmax_from_reward_beta=5,1
7,0.0021999999999999993,0.6147724010980458,0.9896049250218011,0.24085311466960058,0.3143583961687982,0.4765962446788044,greedy_beta=0.2,1
8,0.0011999999999999997,0.7143520321052003,0.8043228815236168,0.2769859451497379,0.43735489785298703,0.5514456482449902,greedy_beta=0.6,1
9,0.000631762413308324,0.6911952403632765,0.6734594698718301,0.25377467059511605,0.5427448480725289,0.6669547438208413,content_based_filtering_,1
10,0.0010555016178443895,0.5224813232141069,0.5007344116496415,0.2265840716080803,0.6052009385544806,0.5280457553314858,softmax_from_reward_beta=-1,2
11,0.000512189211327947,0.6866636215068038,0.6489454805975237,0.23635719260701643,0.7029786304982845,0.7147554292084717,softmax_from_reward_beta=5,2
12,0.003799999999999999,0.11877577233215136,0.09844172028907325,0.1511229670627867,0.17976698738336563,0.3834432699171058,greedy_beta=0.2,2
13,0.0015999999999999999,0.31996441433352135,0.29532516086721966,0.17101869908118783,0.3984834782928228,0.5856429211399223,greedy_beta=0.6,2
14,0.0006386214490651382,0.6277586668206263,0.5814832827050364,0.22717977712140025,0.4999624886140227,0.6503702399282336,content_based_filtering_,2
15,0.0008705384700011214,0.5660603373078351,0.5390944223387065,0.2312529278605341,0.5745489098541439,0.5953426930248884,softmax_from_reward_beta=-1,3
