,NM,SNIPS,IPS,SMIPS,BIPW,true_val,policy,trial
0,0.0019226389158641596,0.5870703111275674,0.5581119173243162,0.23626732159040625,0.11067058056592942,0.5986568252952202,softmax_from_reward_beta=-1,0
1,0.0015800879559263051,0.5352528021360443,0.36785112541241133,0.18355307173257535,0.10908805780904368,0.6363766403781006,softmax_from_reward_beta=5,0
2,0.001999999999999999,0.1499471674528521,0.10216770348493366,0.10248336570827764,0.03618748284876347,0.466930848670592,greedy_beta=0.2,0
3,0.0023999999999999994,0.42363467027747687,0.306503110454801,0.18226331194512851,0.08355080153793097,0.4800704391339211,greedy_beta=0.6,0
4,0.0014918765561955127,0.664953061124543,0.6065201434466735,0.24644780151980133,0.12447478120028972,0.6687640784354035,content_based_filtering_,0
5,0.001945247923214291,0.5476444364171432,0.47895312401880935,0.21189212323593196,0.08365101496875287,0.5960101402255503,softmax_from_reward_beta=-1,1
6,0.001623248907209469,0.4472335192927917,0.25999648243982654,0.14083141494778523,0.07304955542646349,0.6600071595195552,softmax_from_reward_beta=5,1
7,0.0011999999999999997,0.9492644547800146,2.888025082032446,0.4602742193545846,0.08094715792685747,0.7306768528038502,greedy_beta=0.2,1
8,0.0019999999999999996,0.3979624815680407,0.2610383295370733,0.1443945837895287,0.06541528432071209,0.5861580200610172,greedy_beta=0.6,1
9,0.0016489881556077586,0.5790865475501144,0.46976622679804564,0.20865989882796124,0.10371101348102092,0.6436274353430754,content_based_filtering_,1
10,0.0019424113964643778,0.6640445597651187,0.7788475834148141,0.2840120100499899,0.11513810290396213,0.591436638882001,softmax_from_reward_beta=-1,2
11,0.0019910266143673915,0.7080955130496366,0.9371813117704693,0.3305094831033714,0.1188811355791986,0.5650766333046676,softmax_from_reward_beta=5,2
12,0.0027999999999999995,0.35921064499145633,0.23652447160485773,0.16278105875900498,0.09858485362306237,0.6021286451762735,greedy_beta=0.2,2
13,0.0014,0.626019922137212,0.46776199407263863,0.2307637509321588,0.08848626396805048,0.5574703411765005,greedy_beta=0.6,2
14,0.0013820543586160903,0.7524964652337902,0.9163799682440451,0.32187362569861566,0.14508225951716303,0.6920406595204381,content_based_filtering_,2
15,0.0020078308708340615,0.6370013177598193,0.6853038932125234,0.27022456474292744,0.1072590598911047,0.5833592258094543,softmax_from_reward_beta=-1,3
16,0.0023795471063952577,0.4671967516530119,0.41738698937444085,0.20611936194740513,0.09328801875282079,0.5188390922084942,softmax_from_reward_beta=5,3
17,0.002799999999999999,0.20341932128011178,0.12146127267962416,0.10192643785541694,0.06839842412993312,0.5540897597392475,greedy_beta=0.2,3
18,0.0016,0.5465645591620293,0.36438381803887243,0.19223415261779914,0.12149788142740726,0.6469330264040488,greedy_beta=0.6,3
19,0.0014695945165527852,0.727970793937419,0.7957790133880726,0.30092488532367795,0.14133994162455202,0.6783601662226371,content_based_filtering_,3
20,0.0019551223550895265,0.5657075409573774,0.47112328144473103,0.21163781339046103,0.08178754444420337,0.5952170488213162,softmax_from_reward_beta=-1,4
21,0.001910927521662372,0.6372621535647004,0.6299427791595834,0.2507308770562141,0.11527434701286256,0.6034842454484296,softmax_from_reward_beta=5,4
22,0.003199999999999999,0.15265865456487632,0.09309357224017777,0.08567558977621974,0.05165301321074366,0.3849004953493603,greedy_beta=0.2,4
23,0.0021999999999999993,0.4197003700854896,0.27928071672053323,0.15921046225072188,0.07275164953619241,0.5178469978439197,greedy_beta=0.6,4
24,0.0015689318791362466,0.6335956006722083,0.5199695170594348,0.22082737817259548,0.10046906860172748,0.6636616097334601,content_based_filtering_,4
25,0.0019452842884345575,0.5047188858191342,0.4008996582100475,0.18296036082826342,0.08721895025670529,0.5884515939939996,softmax_from_reward_beta=-1,5
26,0.0017694573972565815,0.6717184253478167,0.7343707592680067,0.26411807516856994,0.124081611700356,0.6177969734240335,softmax_from_reward_beta=5,5
27,0.002399999999999999,0.16269052554924776,0.08493634307658922,0.09496522956988465,0.10049426482617856,0.7357863734792032,greedy_beta=0.2,5
28,0.0019999999999999996,0.3458843198061419,0.25480902922976767,0.1252395064880947,0.09377949586510659,0.604653242468452,greedy_beta=0.6,5
29,0.0016073458870799837,0.6301251826323336,0.5626826384803637,0.22195651506984962,0.12280793166533112,0.654167659418561,content_based_filtering_,5
30,0.0021310354470318433,0.5688689279063952,0.5720138263641403,0.2350801229409891,0.09491231135278941,0.5641559788788203,softmax_from_reward_beta=-1,6
31,0.0017911559245294922,0.587992414356238,0.5633692010812945,0.2336452590916873,0.09308267639670521,0.6226162593280778,softmax_from_reward_beta=5,6
32,0.0028,0.12388587784226163,0.11257825241316742,0.09612948221283699,0.053965531453490256,0.4885091453943401,greedy_beta=0.2,6
33,0.002599999999999999,0.421604887127369,0.33773475723950225,0.15634424169030614,0.12853054820001125,0.619395268182562,greedy_beta=0.6,6
34,0.001709647220884387,0.6303270111127792,0.6167589579965101,0.2462218543435336,0.10987591923773289,0.6384544653442881,content_based_filtering_,6
35,0.0020034131379604637,0.5798192422550176,0.5257680681722899,0.22722506855496308,0.08317663568258285,0.587728228685469,softmax_from_reward_beta=-1,7
36,0.001930086460682459,0.6025549204844792,0.5563977051933262,0.2378013116094077,0.09782651039212942,0.6033874912186826,softmax_from_reward_beta=5,7
37,0.004799999999999998,0.11894885469789293,0.10613222434651494,0.08079141050131683,0.06800951344892382,0.5696107113822323,greedy_beta=0.2,7
38,0.0023999999999999994,0.43056913711403266,0.3183966730395447,0.16913471138964473,0.07598438748717308,0.5329876844690346,greedy_beta=0.6,7
39,0.0017653283927046722,0.6321886735517634,0.5883576020879612,0.24000080721763883,0.11081540679186583,0.6279569551260927,content_based_filtering_,7
40,0.00202874661399916,0.6107079308609727,0.6040820331303562,0.2621383495666841,0.0875548137202859,0.5861128755794546,softmax_from_reward_beta=-1,8
41,0.0021084802028102376,0.658004476655986,0.7686830191615618,0.3049750636096372,0.0871585789048113,0.5817099649904643,softmax_from_reward_beta=5,8
42,0.001999999999999999,0.24552760631211623,0.12161252229558134,0.13909045596889097,0.03875803928822279,0.3496400990969817,greedy_beta=0.2,8
43,0.0017999999999999995,0.5132507549054751,0.364837566886744,0.17642392722776665,0.1071472378373146,0.6429434831801439,greedy_beta=0.6,8
44,0.001597181401179521,0.6916688962766225,0.6949121606215098,0.2864201913211674,0.12026724463701248,0.6581657538310537,content_based_filtering_,8
45,0.0018859659329247681,0.6067101104569474,0.5996843126191405,0.23633568900287183,0.09916783647239208,0.6042228238509513,softmax_from_reward_beta=-1,9
46,0.0020368680874671323,0.6050091676146279,0.6473530402374303,0.25756542986289044,0.08640999675635248,0.5688902031424973,softmax_from_reward_beta=5,9
47,0.0028,0.17879321367854684,0.12761599759683062,0.10114697810733478,0.08920956152677537,0.3250121415302604,greedy_beta=0.2,9
48,0.0014,0.5693367081940801,0.3828479927904918,0.1865196909625553,0.1030458634570241,0.6786278470081888,greedy_beta=0.6,9
49,0.0014759171531790853,0.7375436838041826,0.8531884933916528,0.2972564273169443,0.14333980076946318,0.6730497371853328,content_based_filtering_,9
