,index,est,value,beta,se,bias,variance
40,13,SNIPS,-2.3787700997396772,-3.0,37.55892085339127,23.949220237708506,1.5245810964302275
41,13,BIPW,-3.7659641674075384,-3.0,56.486158409834786,50.2099926204108,0.18475075941711053
42,14,IPS,-0.05711792035451479,-3.0,14.492344142407907,14.361362235514406,0.0002972988650983282
43,14,SNIPS,-1.771285597952219,-3.0,30.481980232397415,23.949220237708506,0.39344856027300223
44,14,BIPW,-3.796627172707546,-3.0,56.94800820816762,50.2099926204108,0.21205051947714346
45,15,IPS,-0.022078115373623215,-3.0,14.226787183697835,14.361362235514406,0.00031674916476570955
46,15,SNIPS,-0.468015657295256,-3.0,17.789658796938017,23.949220237708506,0.4569964961015009
47,15,BIPW,-2.7099791731010137,-3.0,41.72827199838762,50.2099926204108,0.3920745483965373
48,16,IPS,-0.044880421863818694,-3.0,14.399320493954702,14.361362235514406,2.5048605848581923e-05
49,16,SNIPS,-1.1165582638135751,-3.0,23.681084944406415,23.949220237708506,0.0007547411765843679
50,16,BIPW,-3.1472538291497485,-3.0,47.56884440385289,50.2099926204108,0.03567713102260419
51,17,IPS,-0.0230151004854682,-3.0,14.23385638002083,14.361362235514406,0.00028427521775818416
52,17,SNIPS,-0.6409295418422928,-3.0,19.27818307378017,23.949220237708506,0.253110893028748
53,17,BIPW,-2.682586300060109,-3.0,41.375120560474805,50.2099926204108,0.42712948203348644
54,18,IPS,-0.18750157142006452,-3.0,15.502054167679553,14.361362235514406,0.021793438173317303
55,18,SNIPS,-2.1709840887544014,-3.0,35.055248889497726,23.949220237708506,1.0546330224417035
56,18,BIPW,-3.2691452940094483,-3.0,49.265076959647125,50.2099926204108,0.004487987551846382
57,19,IPS,-0.10939689992031251,-3.0,14.8931169585295,14.361362235514406,0.0048332161983122065
58,19,SNIPS,-2.287966415649276,-3.0,36.454179352433,23.949220237708506,1.308588653940213
59,19,BIPW,-3.66868371913042,-3.0,55.03335523349043,50.2099926204108,0.11058682956589833
60,20,IPS,-0.01779446892817475,-3.0,14.194491063725215,14.361362235514406,0.00048757474363705314
61,20,SNIPS,-0.5433620424542254,-3.0,18.430924660788957,23.949220237708506,0.3608029766706689
62,20,BIPW,-3.164273615021961,-3.0,47.803905584192705,50.2099926204108,0.0295372767670597
63,21,IPS,-0.01606106606224102,-3.0,14.181432677762395,14.361362235514406,0.0005671302948427542
64,21,SNIPS,-0.25894646724818277,-3.0,16.069753488918465,23.949220237708506,0.7833743061112736
65,21,BIPW,-3.8710003936344743,-3.0,58.07603830636825,50.2099926204108,0.2860780603922092
66,22,IPS,-0.0332640233722089,-3.0,14.311295248930211,14.361362235514406,4.3712464701980636e-05
67,22,SNIPS,-0.812458834657242,-3.0,20.813870226547014,23.949220237708506,0.10993997945060914
68,22,BIPW,-2.744359356841435,-3.0,42.17362825733734,50.2099926204108,0.35020165240682144
69,23,IPS,-0.07404788682469132,-3.0,14.621531506855549,14.361362235514406,0.0011677476718939992
70,23,SNIPS,-2.186532903553315,-3.0,35.23961186240244,23.949220237708506,1.0868106005437794
71,23,BIPW,-3.8624278107167274,-3.0,57.94545253931438,50.2099926204108,0.27698124064002755
72,24,IPS,-0.07568002614936913,-3.0,14.634016155743359,14.361362235514406,0.0012819595356424536
73,24,SNIPS,-1.6919916567039057,-3.0,29.61269631769998,23.949220237708506,0.30026108188883266
74,24,BIPW,-3.840511550032392,-3.0,57.61227133505727,50.2099926204108,0.25439294226394216
75,25,IPS,-0.08731795577201197,-3.0,14.723192076081496,14.361362235514406,0.0022507805712839593
76,25,SNIPS,-2.3103129394340574,-3.0,36.7245232581139,23.949220237708506,1.3602139891940495
77,25,BIPW,-4.198089505988471,-3.0,63.16836321626886,50.2099926204108,0.7429608503382044
78,26,IPS,-0.02576288100392511,-3.0,14.254597463948253,14.361362235514406,0.0001991678111638525
79,26,SNIPS,-0.7170685901112575,-3.0,19.95258656722015,23.949220237708506,0.18229674315876448
80,26,BIPW,-3.019895679081586,-3.0,45.82828183330247,50.2099926204108,0.10000903982904812
81,27,IPS,0.019578736881712328,-3.0,13.914276401186598,14.361362235514406,0.0035348138504303793
82,27,SNIPS,0.7050159129982538,-3.0,9.2704862639662,23.949220237708506,3.4189738095828557
83,27,BIPW,-4.400755369710365,-3.0,66.43095355016838,50.2099926204108,1.133410701748281
84,28,IPS,-0.02401929622086853,-3.0,14.241434604263127,14.361362235514406,0.00025142121644148636
85,28,SNIPS,-0.7171500951810215,-3.0,19.953314712742532,23.949220237708506,0.1822271506296685
86,28,BIPW,-3.767209380223853,-3.0,56.50487732056429,50.2099926204108,0.1858227607294462
