,index,est,value,beta,se,bias,variance
686,28,BIPW,-2.3197259354248003,-1.0,36.83869880810274,34.37283758504899,0.042705828769029806
687,29,IPS,-0.0615249495983913,-1.0,14.5259176374871,6.3310531230298315,1.677361147838489
688,29,SNIPS,-1.223904219588812,-1.0,24.737367963749037,13.582144156112667,1.6596431770276228
689,29,BIPW,-1.8377813625086474,-1.0,31.220654645901813,34.37283758504899,0.07578496207613293
690,30,IPS,-0.085620142026146,-1.0,14.710165660268528,6.3310531230298315,1.740354528687453
691,30,SNIPS,-1.7697905256282185,-1.0,30.465473733014985,13.582144156112667,3.3641344578346297
692,30,BIPW,-3.019509164099025,-1.0,45.82304883350091,34.37283758504899,0.821628243605162
693,31,IPS,3.7492929681905944,-1.0,2.2115228208246132e-07,6.3310531230298315,6.328686805066747
694,31,SNIPS,3.494348189759167,-1.0,0.06523684610121523,13.582144156112667,11.764769785805308
695,31,BIPW,-1.6811721036224725,-1.0,29.495058668582548,34.37283758504899,0.18653756282849002
696,32,IPS,0.11745043704591081,-1.0,13.193696273072218,6.3310531230298315,1.245800630492916
697,32,SNIPS,0.07495603219850608,-1.0,13.504207988780312,13.582144156112667,0.00011212397147002604
698,32,BIPW,-2.2798855568647376,-1.0,36.356664571315235,34.37283758504899,0.02782674640174403
699,33,IPS,-0.08906470693441611,-1.0,14.736599979286796,6.3310531230298315,1.749454705809253
700,33,SNIPS,-1.7996630941689469,-1.0,30.79613259951298,13.582144156112667,3.474608831228155
701,33,BIPW,-2.8253187832923663,-1.0,43.2317035669864,34.37283758504899,0.5072954104913759
702,34,IPS,51.92026336404716,-1.0,2320.3970825380975,6.3310531230298315,2569.1373532752445
703,34,SNIPS,4.022531075464591,-1.0,0.07440229397384725,13.582144156112667,15.66706149086414
704,34,BIPW,-1.4416296429197626,-1.0,26.95056002848195,34.37283758504899,0.45083490470050813
705,35,IPS,-0.06948162380113163,-1.0,14.586631302930531,6.3310531230298315,1.698034307927199
706,35,SNIPS,-1.3893376943376337,-1.0,26.410358377328052,13.582144156112667,2.113257836880708
707,35,BIPW,-2.2002979329907992,-1.0,35.40322792067274,34.37283758504899,0.007608354835678327
708,36,IPS,-0.045534383025046234,-1.0,14.404284020766442,6.3310531230298315,1.6361971281115786
709,36,SNIPS,-0.9099399290148291,-1.0,21.7128335907015,13.582144156112667,0.9492743260604614
710,36,BIPW,-1.4261283169266574,-1.0,26.789853372825178,34.37283758504899,0.47189169105295037
711,37,IPS,-2.3191187142590146,-1.0,36.83132813223887,6.3310531230298315,12.621844586968496
712,37,SNIPS,-1.4880790071442105,-1.0,27.434991369295478,13.582144156112667,2.4100891375023203
713,37,BIPW,-1.650386825389276,-1.0,29.161620690914155,34.37283758504899,0.21407761615989554
714,38,IPS,-0.02733684841201502,-1.0,14.266485051436337,6.3310531230298315,1.5899739181439576
715,38,SNIPS,-0.5545794441544923,-1.0,18.527365912497046,13.582144156112667,0.3830949129963842
716,38,BIPW,-3.0630677535443347,-1.0,46.41466609889763,34.37283758504899,0.9024918386276585
717,39,IPS,-0.01630058059804407,-1.0,14.183236674449095,6.3310531230298315,1.5622635372140685
