,NM,SNIPS,IPS,SMIPS,BIPW,true_val,policy,trial
0,0.002095759761019461,0.5805451228441116,0.47125233223428975,0.2806632947371708,0.3483486696109176,0.6411819703782671,softmax_from_reward_beta=-1,0
1,0.0020444566847300353,0.6226437940927929,0.4796049140403244,0.272082655638676,0.38848279177676887,0.6703072698000305,softmax_from_reward_beta=5,0
2,0.0019999999999999996,0.21536148578536496,0.09698041632825385,0.14323927860273933,0.2392814322700724,0.6180144936244203,greedy_beta=0.2,0
3,0.0021999999999999997,0.6435373331003525,0.5029667512113574,0.2992086346717027,0.29156714921072124,0.6477785653958436,greedy_beta=0.6,0
4,0.001330323612733582,0.6941456928330417,0.5135652580099467,0.29854162392499084,0.3983700753301382,0.7549143154623251,content_based_filtering_,0
5,0.002031966332274854,0.612926197173592,0.5366367440876952,0.3013715387261071,0.4196946761161089,0.6599619677578822,softmax_from_reward_beta=-1,1
6,0.001773733968645149,0.5933122990689642,0.43803835736788244,0.2710128459387964,0.427915222261101,0.6992189926258673,softmax_from_reward_beta=5,1
7,0.0015999999999999996,0.25772744692986926,0.10236995163610425,0.16035172007759768,0.4998301806375384,0.6335076772788325,greedy_beta=0.2,1
8,0.002999999999999999,0.3964973243137433,0.3071098549083127,0.20827573409720232,0.34092051452025773,0.6058042191262947,greedy_beta=0.6,1
9,0.0012766889361543385,0.7366562779273186,0.6248765400673035,0.3294128918873961,0.35453097232989966,0.7580983308193229,content_based_filtering_,1
10,0.0018596214356764917,0.6755689485466043,0.7256878915567812,0.3417234221250619,0.3687264414876699,0.6719582345411066,softmax_from_reward_beta=-1,2
11,0.002112420673840079,0.7131971873129295,0.8219894441807323,0.36457154706527256,0.4436110881096683,0.6479654682384214,softmax_from_reward_beta=5,2
12,0.0028,0.2589792333370434,0.14245002728935918,0.15018919664491698,0.37574143446609376,0.6814678575354269,greedy_beta=0.2,2
13,0.0023999999999999994,0.8534512255082491,1.8275496774194473,0.5685613342365964,0.41155821008235216,0.6526726460887348,greedy_beta=0.6,2
14,0.0011435355148207082,0.7756310951125477,0.9263469647649216,0.3908824237895905,0.5334809097521939,0.7773456651941284,content_based_filtering_,2
15,0.0019165884215803684,0.5926905341748804,0.46617374600548056,0.2724034206573613,0.43125802544876934,0.6621036777929995,softmax_from_reward_beta=-1,3
16,0.0023617891992466097,0.5235783065701536,0.42830577542112325,0.2600652142628443,0.25047863425593825,0.6075242940805082,softmax_from_reward_beta=5,3
17,0.003999999999999998,0.14423626105082313,0.0879213171332946,0.12597222785586412,0.34616393051296473,0.5391086458843801,greedy_beta=0.2,3
18,0.002599999999999999,0.3967365624533406,0.26376395139988373,0.21042999615362687,0.21855054229870438,0.5605188503452522,greedy_beta=0.6,3
19,0.001243936084581165,0.7122227303918837,0.5570747119370354,0.30060939492850514,0.43687375099863857,0.7608576861036581,content_based_filtering_,3
20,0.0019315017781781905,0.6337848570486984,0.5615796183725078,0.31258424352195563,0.3060504626333714,0.6646609870786758,softmax_from_reward_beta=-1,4
21,0.0021248524431947994,0.49535470188804304,0.36323805147999655,0.24582733122253245,0.1258003857843578,0.6289633167318308,softmax_from_reward_beta=5,4
22,0.0019999999999999996,0.12044463580731724,0.10221139282968231,0.10391751482596295,0.1242197001054883,0.42633359092859613,greedy_beta=0.2,4
